creded,debitF,meanpay,billnum,debitM,zhongxingM,sidaM,xindaiR,cardnum,xindaiF,maxpay,zhuanzhangF,gongjiaoF,zhuanzhangR,age,gongjiaoR,sidaF,sidaR,zhongxingF,zhongxingR,xiaofeiF,jinkaF,zhuanzhangM,gongjiaoM,youxiM,xindaiS,black
0.02,14,244442,21,358987.13,346217,401251,96.52,12,6,1430178.01,2,0,444.36,38,335.96,1,113.9,9,217.18,4,6,36014.74,484.95,14.02,90027.63,1
0.06,8,9237,24,502094.15,87630,405619,160.32,1,2,967770.49,4,1,413.35,26,365,6,278.52,8,336.68,1,10,793047.66,15922.18,155.15,100277.76,0
0.18,30,22376,110,414194.19,75397,817705,193.01,8,11,2437941.49,15,0,262.1,32,230.07,31,136.49,26,321.83,1,22,53785.68,312.32,163.9,77381.22,1
0.22,48,32278,15,11835.47,217171,144268,346.09,8,5,2073785.63,2,1,112.51,36,339.57,33,85.95,15,105.63,0,0,788412.7,11407.49,38.95,7289.24,0
0.44,34,223357,108,71760.99,5246,169498,198.57,6,8,33489.96,5,0,336.68,36,364.8,86,125.91,1,319.32,0,20,8634.78,382.88,160.34,275551.27,0
0.09,3,93013,1,548070.99,628917,51846,364.63,12,7,3267549.54,2,0,112.73,26,335.52,6,121.42,0,46.13,0,12,22563.93,604.27,38.4,249133.09,1
0.04,52,488745,3,10109.77,27824,19418,78.13,11,3,1340875.36,22,0,99.76,29,325.31,1,327.48,1,137.96,1,1,96048.44,2236.33,218.53,8797.91,0
0.39,43,13366,5,336499.59,213638,578673,91.69,7,7,1033602.13,8,0,0.88,32,365,1,79.44,0,293.3,1,0,265992,2445.62,49.56,153831.81,0
0.44,88,464613,107,19926.7,89311,311733,27.78,7,1,1889467.47,22,2,136.91,31,365,53,190.35,2,114.05,5,3,745304.24,1815.73,64.58,230695.48,0
0.11,16,829766,14,541388.1,43972,1021820,66.73,7,1,1257006.62,47,0,338.96,27,365,96,150.33,15,93.05,0,0,4641.78,558.08,285.98,77910.99,0
0.03,36,368976,20,67790.92,325753,206937,24.01,13,6,3340758.24,2,0,135.5,28,322.33,31,307.38,20,109.91,0,1,1105514.4,1692.17,271.78,139823.95,0
0.02,65,458198,211,404411.31,14619,9530,30.18,1,4,669111.99,31,2,442.92,40,363.22,0,318.5,3,176.71,1,0,123113.19,102.69,10.24,127512.21,1
0.38,7,5950,202,29646.23,27099,279366,218.71,2,5,2715744.46,2,1,47.82,24,365,6,12.25,4,357.55,5,5,26972.4,333.5,32.12,32810.64,0
0.01,1,538917,45,251982.04,9583,220101,272.02,9,4,41514.03,7,4,111.17,36,365,45,262.58,8,365,0,23,394023.78,928.76,248.56,13903.83,1
0.05,73,38765,163,448857.95,133766,1449,189.67,8,8,4665927.12,2,1,203.52,25,295.18,1,227.57,22,318.91,0,10,5256.94,9664.12,253.49,102474.73,1
0.71,4,20759,30,301876.99,5511,690921,270.18,8,5,1616249.66,70,3,237.91,31,346.95,70,114.79,5,201.91,1,3,35418.14,18618.11,10.78,144357.78,1
0.15,112,102040,117,495455.96,633790,15696,50.03,1,9,1723884.41,6,0,315.89,33,365,27,307.32,0,274.97,4,2,40995.64,756.31,7.99,119007.36,0
0.09,73,37002,141,21987.01,560445,398751,254.87,7,8,675779.02,46,1,491.29,29,317.74,2,149.27,1,365,1,1,68871.86,4224.74,615.66,25817.4,1
0,1,569815,101,439795.76,110281,14576,106.8,6,2,708516.37,5,1,213.73,32,365,26,280.09,17,209.59,5,7,240005.7,616.9,19.79,112432.7,1
0.08,77,332530,10,43364.54,310650,149191,97.64,2,8,847308.04,41,0,43.32,23,298,4,356.12,16,36.95,0,7,615862.94,1380.24,494.78,82887.12,0
0.3,60,44092,8,312587.67,463084,271092,31.57,10,0,2906444.09,35,0,253.93,26,359.54,56,255.11,11,365,3,1,38343.1,1051.96,20.26,66656.02,0
0.18,83,224088,15,444904.51,23308,44816,25.75,3,7,3541440.75,0,3,215.13,30,349.39,20,224.97,0,365,3,25,16294.89,2412.68,112.83,46557.64,0
0.28,11,227791,259,659835.37,24869,283516,235.44,2,4,991174.24,3,1,163.88,34,365,0,268.76,30,150.11,5,0,324808.26,2051.18,279.15,55173.02,0
0.5,90,127115,3,133575.02,124507,383950,37.58,3,7,160975.68,23,0,319.31,29,365,1,69.46,1,208.98,2,15,14974.29,259.94,76.96,218726.3,0
0.33,64,800628,48,25924.18,63303,711637,90.14,7,7,940475.3,3,2,500.3,34,365,1,327.7,0,253.96,10,12,472329.75,784.16,634.08,20980.68,0
0.01,65,269439,8,135693.42,4938,91359,36.55,14,7,819998.4,52,0,118.73,35,343.63,45,131,0,279.48,1,1,688013.83,26046.23,464.97,47038.07,1
0.24,4,239304,63,474253.08,143983,93101,19.69,0,15,1306492.91,2,2,420.2,21,365,70,152.66,3,241.26,0,0,203117.72,262.51,19.71,227480.33,0
0.06,5,17825,14,224145.82,21615,162452,234.14,8,11,2115921.8,4,2,107.49,28,365,5,132.66,6,104.11,3,3,735826.75,19221.05,1271.52,98196.36,1
0,70,919963,205,196092.62,315539,56126,365,7,2,74408.9,4,0,251.83,26,338.63,24,106.82,3,295.12,0,7,269589.71,29722.69,318.96,69920.98,0
0.04,8,14330,4,11624.27,213611,27583,365,1,2,2665145.26,44,0,267.48,25,364.65,31,52.25,2,312.51,9,10,492.65,14718.64,61.94,2065.78,1
0.02,109,323989,14,372422.69,243304,434126,365,2,9,1042763.62,16,0,326.19,35,365,4,358.22,4,365,1,1,514452.62,100.25,13.62,10678.55,0
0.2,2,122066,1,261892.7,610969,88095,37.44,9,0,2125965.86,1,0,144.68,29,317.13,64,184.96,18,89.39,7,1,418548.39,24953.14,1032.13,225997.29,0
0.53,77,476202,43,18235.89,21838,88155,125.74,1,3,3257527.52,5,0,32.52,28,365,6,109.14,1,239.9,7,1,45750.19,204.22,99.66,34029.51,0
0.2,115,605094,54,452582.75,46228,500727,27.02,12,17,3002714.14,28,1,229.02,30,365,46,97.94,30,198.14,11,11,162192.96,22512.65,83.09,14535.62,1
0.22,15,45022,5,115805.08,354972,414160,123.19,9,4,441284.76,2,2,305.04,28,365,8,30.71,0,187.53,0,0,478305.82,1371.56,1146.07,2639.66,1
0.03,57,220366,161,434531.18,632,682441,132.27,2,1,263923.92,5,0,303.07,24,335.29,74,40.67,18,176.36,0,0,328877.51,28446.09,705.49,29354,0
0.13,37,4214,48,743654.3,159297,1102126,95.25,5,10,801180.25,28,0,191.31,31,357.96,73,260.63,11,72.93,3,6,30855.46,3763.05,96.53,10037.26,0
0.03,1,972381,158,335907.26,31809,167419,205.57,6,0,3553484.63,3,0,381.94,29,318.89,14,90.51,10,175.19,4,1,232215.13,1912.63,466.14,273174.42,0
0.2,35,66050,43,467479.06,10149,23600,277.78,14,6,196280,0,1,69.57,26,360.87,0,28.75,5,239.77,3,1,519679.44,334.23,288.72,66302.63,0
0.24,0,274384,212,114517.15,151682,328452,4.72,8,0,170595.7,6,0,217.19,25,365,80,178.22,6,365,0,13,267477.43,457.36,56.35,91822.2,0
0.14,97,478525,139,653729.25,75390,143776,67.04,7,3,2234320.8,9,0,86.37,31,365,17,365,10,336.58,3,1,392092.08,121.12,43.11,73766.1,0
0.24,3,3743,7,117507.7,59806,321800,274.08,5,14,2774547.32,45,2,126.12,33,336.45,21,152.38,1,347.96,0,7,195150.71,36.01,27.03,9242.81,1
0.16,64,431338,23,38407.44,226428,351431,70.75,1,2,1610906.29,16,0,87.71,23,365,29,121.22,0,249.47,3,0,186593.77,601.7,62.73,10043.59,0
0.25,7,295373,155,536044.35,415126,351212,359.41,5,12,870697.86,15,2,289.99,28,341.17,1,176.36,7,328.05,5,1,74665.61,9365.69,23.09,13376.33,1
0.47,59,10814,17,265777.46,701095,411108,120.74,8,0,1760578.41,23,0,463.16,31,334.1,27,23.92,33,365,0,2,58141.2,2618.29,63.79,13092.89,0
0.32,3,83057,137,335538.36,15147,3028,263.04,3,5,2349626.12,27,0,308.11,18,365,17,82.9,4,365,2,16,22769.75,4406.69,799.82,43010.04,0
0.11,6,268819,118,287984.93,24098,267595,353.32,8,0,2671652.41,1,3,454.68,31,316.88,31,225.21,11,218.5,1,1,37022.07,803.4,163.63,246988.59,1
0.01,29,526576,136,188245.99,41033,403889,145.59,8,12,208870.36,80,0,70.08,23,354.6,48,48.19,1,365,9,11,638839.84,8774.42,89.28,125989.35,1
0.18,1,133164,153,222494.69,236025,455297,87.67,13,9,2159090.85,33,1,391.52,28,365,2,24.72,0,229.95,1,1,651200.19,10867.86,344.02,17100.18,1
0.02,16,29780,4,9561.53,124011,38642,235.52,1,7,133722.58,13,0,560.18,23,365,31,263,9,267.5,5,7,1075128.68,1056.74,57.73,15464.25,1
0.4,86,367270,5,818014.98,263577,7718,159.97,9,1,1276585.52,39,0,24.11,29,357.45,72,67.76,2,280.25,1,14,183299.6,169.26,143.19,24182.6,0
0,3,20272,49,338408.4,62144,225332,129.59,12,8,55239.62,39,0,167.66,22,308.08,15,39.12,0,91.06,0,15,748280.13,14599.09,298.49,67046.82,0
0.02,22,637107,43,774675.66,316363,612165,83.32,6,0,2131060.22,38,0,272.59,32,338.83,22,33.29,33,335.11,3,3,150623.55,1217.49,28.37,366134.17,0
0.18,82,332403,130,465813.82,351223,734005,54.92,12,1,1672373.11,0,0,401.94,31,295.07,1,26.32,0,131.32,0,11,3521.65,13796.05,32.03,199450.32,0
0.07,14,21135,36,6304.95,20727,27538,252.84,2,5,2222463.11,5,0,107.58,31,365,3,191.03,1,365,1,3,790161.66,230.18,1.29,180958.47,1
0.01,102,479430,10,404748.59,188589,468757,167.55,2,1,126039.6,0,0,32.16,20,350.21,2,243.62,16,340.78,6,0,677235.47,2555.07,858.01,61914.29,0
0.04,10,860527,192,183105.98,98079,430915,30.96,4,5,198854.88,6,0,34.09,28,355.47,8,325.68,1,259.55,6,1,133509.57,526.45,1072.15,22125.8,0
0.23,85,658823,170,23456.74,380939,53400,365,5,3,931029.33,1,6,415.05,33,365,55,63.72,9,237.08,3,1,755591.84,309.67,23.82,139636.2,0
0.28,8,348664,14,782295.12,28169,137134,234.01,1,9,1359111.94,1,1,285.71,26,350.08,72,266.74,20,135.05,0,10,140934.94,6920.22,105.23,14980.16,0
0.23,16,521607,88,3762.58,117010,10867,37.82,11,3,3273026.59,16,0,333.32,28,365,35,352.56,1,274.2,11,0,366687.97,1727.61,43.45,119584.86,1
0.55,47,115821,65,30468.9,18072,67583,101.6,3,1,34882.89,47,1,26.58,33,365,4,226.62,24,365,1,17,753756.8,23360.22,1.54,149604.86,0
0.33,76,171605,135,412215.37,256601,254209,24.75,1,2,1511727.86,16,1,289.82,30,272,15,365,2,292.86,4,0,116647.51,17597.55,210.96,245139.1,0
0.16,28,103897,157,387032.26,2228,19452,220.45,8,1,44535.42,80,0,45.04,25,365,15,49.29,1,270.67,3,9,200634.79,4688.61,238.08,199197.33,0
0.01,4,8267,53,408349.86,221458,97193,353.68,1,0,1107246.98,63,0,208.47,35,349.46,21,301.06,12,324.72,0,3,530612.29,1350.12,233.87,1716.96,1
0.68,9,51109,33,673045.07,340795,19925,305.96,12,6,651798.43,28,0,259.73,36,311.16,31,156.9,18,365,6,10,352641.02,453.09,26.19,209280.22,0
0.24,30,38553,3,22496.74,3083,8152,316.39,8,6,905560.82,26,0,303.71,29,337.7,86,147.52,6,35.54,3,1,342738.58,199.69,61.77,10653.78,1
0.01,2,318050,31,506313.41,212586,355687,248.72,10,2,1896758.91,84,0,211.58,33,365,1,101.42,1,365,7,2,140693.27,15879.37,35.23,7288.85,1
0.14,28,245824,25,282183.12,497052,451706,35.26,13,5,1197493.92,24,0,295.46,24,365,9,82.6,15,253.09,1,0,886453.32,1081.69,47.1,11710.85,0
0.04,115,18585,163,65877.93,153788,886197,31.56,2,4,967743.6,42,3,250.65,26,346.89,44,54.61,2,171.55,10,4,970533.83,4710.17,248.97,38288.93,0
0.05,1,354568,8,195822.43,41081,436136,65.16,6,2,1460434.22,47,2,265.77,34,298.78,6,53.05,2,292.82,2,1,65882.53,533.54,84.36,38080.32,1
0.04,17,230582,12,690307.51,7114,40652,55.95,10,2,2887603.31,32,0,141.85,36,365,48,22.89,20,201.61,6,1,513504.97,724.57,40.09,1099.07,1
0.12,140,493069,101,45585.5,57807,76380,365,13,1,284767.12,55,0,387.38,26,335.99,68,86.65,10,270.02,6,0,16179.22,3324.13,93.58,48139.41,1
0.16,56,43087,139,41548.87,12853,788443,25.3,0,3,2303.96,35,0,303.88,37,365,90,240.02,2,365,0,16,25856.21,20735.42,27.02,19178.02,0
0,58,631201,48,38734.63,223862,48346,319.5,13,0,1541231.52,2,0,428.57,26,365,1,201.93,12,275.31,4,1,77550.78,3854.83,327.34,18549.28,1
0.03,5,7731,6,211834.96,251187,117535,79.41,9,0,3365351.93,64,3,381.93,39,343.9,33,54.42,13,299.65,5,9,277550.2,6205.63,166.84,15860.38,1
0.05,2,371966,17,19301.59,35295,580662,25.24,10,12,2554730.51,30,0,329.99,29,365,1,74.13,17,190.37,6,1,702568.95,16678.48,451.1,396412.66,1
0.11,70,505024,72,24263.18,218358,3899,83.33,0,3,505068.01,5,0,400.96,33,345.65,46,34.08,8,266.72,0,7,441951.05,15390.79,669.54,192145.21,1
0.22,77,187203,51,499343.65,418085,374210,27.26,1,1,142545.17,2,1,71.37,39,364.46,4,191.78,0,40.92,1,31,514170.11,2268.56,110.64,181116.77,0
0.11,57,2111,242,427254.31,2739,360115,264.87,14,4,95950.43,7,0,474.08,27,365,22,326.51,1,300.79,5,12,20233.28,1283.63,14.89,335124.68,1
0.18,82,124496,10,577614.52,236574,339719,352.94,6,5,162612.85,1,0,130.9,22,360.39,44,102.99,11,181.63,0,9,361330.36,1317.18,304.17,173600.48,0
0.01,2,580279,9,244590.15,513763,62200,267.51,14,0,228417.38,38,0,264.8,33,365,69,33.19,2,365,0,1,659770.15,12581.39,56.05,300052.17,0
0.24,48,80383,29,552898.28,149898,124942,116.81,7,4,1258879.33,15,0,376.67,25,365,1,128.74,34,192.94,1,6,480364.88,9674.64,50.29,31645.28,0
0.24,15,259350,1,40728,128916,306692,4.85,10,9,1486940.16,17,0,136.42,39,298.18,1,117.06,1,365,14,4,39327.24,18291.13,313.72,21349.27,0
0.15,93,502930,131,297275.48,528,312557,318.53,2,5,108182.36,56,1,152.57,32,361.74,34,39.56,1,260.03,7,9,44472.49,10106.83,63.72,59662.58,0
0.37,2,34353,172,375560.6,263521,394230,325.73,2,3,2505330.41,30,0,210.63,35,321.88,70,111.16,1,172.75,0,10,18813.7,17610.75,1036.17,16327.15,0
0.18,5,28446,13,25664.08,1850,289952,235.94,9,1,421494.49,30,0,184.3,33,365,3,253.58,29,365,3,21,138465.04,740.78,68.8,973.46,1
0.15,6,311266,23,42642.95,23595,41551,45.24,10,1,295157.81,15,0,199.41,27,343.36,56,24.46,1,206.3,1,13,64328.3,1948.28,286.58,16970.12,0
0.15,3,354795,10,1624.93,188867,433003,28.76,1,1,2840369.44,6,1,339.37,25,365,1,275.91,0,190.46,0,12,23272.7,295.04,573.25,120558.87,0
0.19,9,182494,57,558016.59,115074,700325,316.78,8,2,197580.07,4,0,305.02,36,349.87,22,105.27,15,135.11,0,28,9406.01,1655.18,63.67,485178.35,1
0.31,78,25655,3,77925.47,240739,622999,62.51,14,11,2202180.75,29,3,252.54,30,297.4,1,55.96,13,365,1,24,126846.99,23315.79,47.38,281345.64,1
0.19,27,250503,119,39763.25,205586,488472,151.26,9,7,203677.31,7,3,373.1,25,365,56,106.13,8,163.46,0,1,27622.41,1335.82,176.88,7475.28,0
0.23,22,353360,192,17987.9,24326,194393,359.3,6,3,2272217.46,42,1,283.86,24,365,8,297.45,10,130.04,2,1,772074.34,8591.71,189.49,360717.8,1
0.01,4,207,258,8256.32,546336,7801,189.94,6,0,113007.69,38,1,249.62,26,292.59,1,116.33,6,143.7,3,6,21969.94,45.14,4.19,133013.63,0
0.03,95,8730,66,641242.17,8242,374092,259.47,7,0,369619.76,9,0,170.71,35,332.96,3,12.94,3,82.76,4,4,579689.38,4348.42,94.66,9829.27,0
0.4,43,30326,63,7277.5,307399,205910,210.23,5,4,3586361.33,5,0,57.07,31,316.01,48,333.73,1,177.56,2,10,5950.87,2546.19,66.14,159197.73,0
0.01,17,820154,7,486251.19,111497,598269,118.98,6,0,1074805.37,1,0,349.64,26,347.97,3,89.33,6,322.53,0,0,60635.65,13059.12,477.29,163072.57,0
0.15,138,33349,76,801829.92,39451,32311,137.72,2,5,2230709.89,13,0,359.01,34,343.3,14,269.02,10,69.14,0,21,20617.91,2497.52,57.38,160246.75,0
0.18,0,68820,10,776279.67,26180,36522,196.35,14,3,420730.17,68,0,61.82,31,359.3,2,158.58,0,357.9,0,1,930386.09,1845.97,551.82,148811.01,0
0.3,17,634405,3,1071.18,32020,342922,35.8,6,8,133900.26,0,0,225.07,39,304.63,1,38.39,10,92.44,1,2,95797.85,3772.84,60.7,12195.57,0
0.03,32,300056,4,47529.35,180856,212775,279.13,3,3,1460053.59,71,4,46.82,28,365,37,5.27,1,270.81,6,10,737135.49,3453.35,72.05,154758.49,1
0.13,1,404906,8,306315.1,145639,567405,65.98,15,0,2379236.24,1,0,70.26,30,365,2,69.63,1,308.57,0,13,24989.98,22841.31,522.61,10080.45,1
0,49,62614,4,385447.06,194798,509643,199.58,12,6,11635.39,4,0,297.18,27,365,25,24.63,0,256.64,2,20,78133.22,8039.08,707.52,152362.82,1
0.17,3,313447,46,337666.86,239970,181508,37.44,10,3,11666.46,72,2,417.32,33,357.6,56,72.24,21,250.17,5,1,765158.52,415.52,6.39,53569.87,0
0,1,298993,54,664455.94,24516,345047,279.87,10,6,23183.52,39,1,192.8,38,365,17,323.71,13,365,1,14,131511.57,1988.21,407.35,149164.08,1
0.05,16,91892,98,325695.48,13120,36800,223.09,10,4,199760.53,2,5,146.73,30,365,39,81.41,2,71.58,6,1,131152.54,2375,494.16,154640.99,1
0.03,114,465925,23,637291.14,497641,1143271,122.64,8,6,1221631.22,38,0,252.38,26,359.35,92,114.83,0,365,0,4,310461.29,13123.13,6.62,73316.84,1
0.18,1,277695,135,715585.3,15598,14616,211.48,15,0,3053591.79,20,0,129.17,37,365,15,186.59,12,255.31,1,1,597846.39,4039.77,690.68,144832.99,0
0.23,7,288932,300,72329.51,237055,96582,152.23,2,9,55120.28,56,0,289.29,36,308.47,48,30.21,31,215.5,7,1,605964.8,1257.59,41.81,35598.43,0
0.04,37,306186,87,400295.74,250414,366588,35.18,6,6,765588.06,1,0,193.28,30,357.41,7,136.82,5,123.75,4,12,19737.22,3679.68,449.09,119579.56,0
0.47,9,358285,44,34281.64,139,313686,142.33,1,8,1459708.35,100,1,252.53,34,313,83,365,0,365,6,10,51693.63,8248.66,18.17,74366.22,1
0.23,21,332660,4,916118.34,193081,4143,311.94,5,8,46589.41,21,0,421.01,38,365,30,108.3,5,253.84,5,1,75051.78,654.92,98.37,115444.3,1
0.29,148,304635,133,11694.52,226260,208291,146.23,13,13,1142787.75,23,1,502.16,20,365,38,248.66,1,365,9,6,281639.56,4245.53,43.63,68070.01,1
0.51,35,485463,7,21036.39,4546,29942,302.35,2,10,2193043.29,45,6,181.32,24,348.18,8,202.83,11,365,8,2,404874.74,3857.03,39.14,169234.65,1
0,3,168587,12,796666.68,62243,29122,299.72,8,6,1136355.16,29,2,218.11,32,358.8,0,75.99,21,209.33,1,1,407977.25,5170.67,37.52,144817.47,1
0.26,0,20549,7,175353.5,196281,429537,176.69,7,7,448862.5,1,0,146.92,31,365,0,194.72,13,284.17,7,0,529540.65,4601.71,88.45,1023.86,0
0.3,121,19677,81,261553.18,216103,607607,132.69,3,5,1431486.7,25,0,40.08,20,348.53,28,180.61,25,128.62,0,15,290863.89,8174.56,37.54,2010.01,0
0.1,5,461179,72,150639.44,104407,396021,104.87,9,1,1930497.49,20,0,157.69,37,316.74,12,34.46,6,295.59,10,9,212600.69,956.48,1.28,279885.31,1
0.16,105,168352,23,390108.7,297473,158943,230.72,8,1,1424058.71,22,3,201.38,29,272.43,1,65.18,13,91.07,3,2,52504.96,420.37,120.25,7855.86,0
0.02,83,429579,34,5644.2,12909,691680,254.2,3,0,70012.68,3,1,360.07,29,348,5,234.94,8,188.02,3,10,628956.31,6138.72,824.48,87939.13,0
0.19,115,327736,104,17440.28,434797,262731,365,2,3,1036019.09,59,0,463.82,29,365,19,53.17,5,363.07,8,14,22651.79,21289.08,138.14,174975.09,0
0.01,11,125657,12,219722.6,11791,602323,172.55,8,1,108238.14,7,3,134.48,27,365,7,231.56,11,268.11,0,4,67002.08,572.29,641.19,285395.97,0
0.26,4,11997,62,588855.13,90109,378094,247.95,1,0,121482.64,23,1,359.49,30,365,41,267.6,1,200.93,4,0,453582.82,17212.19,45.56,244011.42,0
0.01,19,219669,151,336429.91,4949,24129,340.24,5,9,1694650.52,42,0,25.27,32,358.36,22,104.86,5,153.78,16,12,306362,6569.82,204.79,29147.99,1
0.16,57,383076,129,85192.5,97394,103,301.39,1,1,630807.66,14,0,267.57,31,365,4,70.74,0,294.35,12,2,8783.65,18535.02,193.51,6449.01,0
0.01,23,17363,2,751.18,525898,625640,53.74,10,1,3856127.08,1,0,175.52,30,365,28,204.01,8,17.65,6,25,432357.94,7070.55,21.78,40446.09,1
0.05,2,25254,3,397548.68,11413,398663,266.17,5,1,62118.34,6,2,152.5,32,354.15,22,270.28,17,137.55,0,6,174305.53,2176.19,81.73,173644.74,0
0,48,603454,13,309574.97,119440,363340,168.88,2,10,145121.6,33,0,133.24,26,336.8,22,143.32,22,365,0,11,299128.95,11672.65,16.19,223483.69,1
0.13,83,47187,135,32890.86,396870,188990,124.25,5,3,1111376.51,23,0,235.22,29,365,1,29.76,18,365,3,0,47146.39,30735.33,188.38,174389.99,0
0.3,48,20715,145,691566.03,150685,631572,63.92,10,8,2140653.77,76,2,57.84,28,358.51,8,30.93,1,365,0,13,760927.52,1849.37,57.2,241509.82,1
0.14,34,155460,35,1093115.29,101564,540250,212.12,2,6,1885200.14,9,0,296.32,30,346.83,25,174.31,7,293.89,1,7,485049.55,11562.9,113.41,127516.44,0
0.02,31,471947,118,392286.05,380292,181316,365,2,6,75191.63,2,3,212.65,35,365,4,75.47,0,365,0,1,5426.6,3911.16,32.13,6083.79,1
0,64,336844,89,268316.36,61629,27463,63.11,2,9,2601051.92,21,1,79.2,32,323.42,0,365,1,60.69,1,2,17370.11,700.73,88.1,105641.84,1
0.43,100,252197,148,1130288.58,12675,753067,307.89,9,3,1528123.15,45,0,306.93,38,315.85,31,127,16,299.12,4,6,15115.46,11984.28,478.69,77035.28,0
0.46,18,455463,76,59313.31,31908,44556,224.31,2,1,747813.37,3,1,379.07,23,352.83,8,89.35,11,365,1,12,420944.65,623.61,121.35,232630.73,0
0.01,4,480989,175,13572.44,34393,693160,152.11,2,4,1109674.22,19,4,286.69,32,360.99,23,121.68,0,219.43,1,17,70174.5,12343.05,12.66,253204.64,1
0.03,66,113560,166,9313.47,97623,326926,194.2,2,15,1693282.08,48,0,209.14,34,365,87,178.61,10,276.45,0,0,511847.56,9477.44,4.89,301365.74,0
0.17,34,18835,116,424464.09,213195,611754,35.82,5,12,3696190.55,37,0,219.27,21,291.57,25,65.1,2,365,3,9,26963.41,752.78,11.74,175165.12,0
0.16,6,736950,34,139513.27,244781,214772,127.25,1,5,95950.71,28,1,227.88,26,335.03,20,33.2,1,247.23,6,2,20457.1,1282.62,5.08,136708.92,0
0.03,74,33361,10,220294.28,147603,531852,152.89,10,0,468469.46,20,0,421.4,25,313.57,0,31.46,0,100.78,3,1,314459.3,12065.85,24.09,79651.53,0
0.02,134,448521,43,562711.24,502281,254755,151.04,1,0,1926.61,20,3,202.72,31,365,1,226.6,19,22.18,0,5,119618.16,5522.38,171.66,12564.31,0
0.06,5,272486,169,470748.82,152866,222308,149.45,2,14,2076138.4,3,1,242.19,31,349.07,0,16.86,1,311.13,1,7,560981.49,3080.33,23.98,35344.11,0
0.3,25,25974,9,737988.79,282873,400999,158.41,15,5,142656.36,0,0,27.83,29,331.02,10,97.91,0,125.85,0,6,633181.62,1180.36,532.45,80296.94,0
0.1,0,7739,3,26388.87,89657,373053,176.13,16,7,164312.82,16,1,214.86,24,304.47,4,98.88,2,266.03,1,10,634782.19,951.19,14.97,12325.88,1
0.01,21,444548,97,280807.58,73204,28587,200.53,7,1,869910.64,20,1,146.46,35,365,1,249.75,4,8.47,8,1,443443.73,11684.01,76.81,68820.11,0
0.01,6,725377,19,528633.94,2502,38873,205.03,13,0,1077687.56,4,0,274.83,33,365,2,234.98,2,365,3,20,103617.79,3461.19,32.81,240091.07,0
0.42,14,37084,171,576683.23,370218,35279,179.46,1,0,3531315.03,17,0,347.04,31,289.69,8,204.92,6,202.65,8,2,1143434.31,693.37,57.35,307388.19,0
0.01,10,306200,83,4088.97,6018,278676,143.9,5,11,1802850.71,29,0,288.47,30,339.47,3,138.3,4,365,1,1,206923.12,17108.27,279.47,5145.24,0
0.25,1,141260,119,61877.05,51333,47757,253.89,6,1,143768.35,2,2,197.27,32,365,5,15.12,0,22.64,6,19,57457.49,1101.83,558.62,184148.98,1
0.39,3,655183,8,465898.34,7193,79246,35,2,2,2967766.32,0,1,533.98,26,362.72,2,86.89,1,365,4,0,15018.79,24305.39,777.72,196470.26,0
0.19,8,433479,65,2401.24,15025,72343,274.98,4,6,64291.8,7,4,29.26,31,324.79,71,33.62,1,278.85,5,4,193097.25,588.76,15.54,351186.52,1
0.02,97,2311,122,19021.27,280333,199320,26.22,3,0,106439.9,3,2,242.12,35,365,2,36.02,1,300.86,1,9,3211.88,33012.43,37.33,74521.68,0
0.09,39,528603,25,226081.96,81699,293850,29.1,9,4,68465.37,49,0,584.97,34,365,14,32.58,2,365,1,10,440944.85,1321.03,23.56,128136.38,0
0,38,295268,80,4221.71,16595,271181,133.76,6,1,2377571.57,27,3,375.3,25,346.97,66,178.26,2,365,0,18,348330.94,25968.72,52.42,230.29,0
0.35,27,508201,14,420894.07,13264,38441,301.51,1,11,282186.73,26,0,181.58,30,359.11,60,31.5,12,114.33,4,5,553238.08,856.89,18.66,150302.75,0
0.07,5,564182,11,132632.1,53352,511535,106.91,10,8,36466.55,33,0,265.56,38,365,49,6.13,2,43.03,0,3,184374.22,18203.57,33.92,2842.38,0
0.41,48,517406,117,3905.48,3140,99521,275.6,6,16,2559577.84,10,0,260.56,28,365,109,107.24,2,97.52,0,1,23318.21,2487.14,302.12,184891.96,0
0.02,69,884912,11,570255.03,1680,341911,233.58,1,6,5494181.67,75,1,162.35,28,365,7,21.32,1,85.41,9,0,754050.93,8002.2,34.21,68140.22,0
0.02,1,630450,122,504199.93,15529,24337,139.53,5,0,882872.32,4,0,29.85,34,365,4,353.56,1,331.03,1,13,74645.5,89.05,66.25,9629.7,1
0.13,76,51261,19,326771.52,399928,187161,124.31,1,13,1854151.82,31,2,466.56,27,336.6,42,136.37,1,306.65,2,3,279418.53,551.3,56.07,55846.12,1
0.1,19,443741,13,586740.95,67331,428793,64.19,4,2,1504252.16,8,1,359.49,33,360.34,40,205.88,29,224.67,4,1,189805.27,977.67,41.52,347584.13,0
0.02,1,208122,11,35900.93,325746,63123,243.83,12,0,1994258.11,2,0,32.42,32,365,40,212.09,6,320.71,6,15,17693.71,1103.86,7.73,4505.09,1
0.04,15,183389,150,210501.9,68281,466985,50.72,14,7,178026.48,3,0,230.67,24,365,1,162.6,9,176.79,13,1,77063.4,2009.89,27.5,236115.05,0
0.11,52,73758,26,373627.51,207341,126,365,3,18,67796.34,28,2,246.79,32,365,49,93.54,8,240.45,2,21,1069309.75,20925.79,535.59,101122.44,1
